GEO.id,GEO.id2,GEO.display+AC0-label,total+AF8-households,total+AF8-owners,total+AF8-renters
1400000US36047117202,36047117202,+ACI-Census Tract 1172.02, Kings County, New York+ACI-,1089,305,784
1400000US36047117400,36047117400,+ACI-Census Tract 1174, Kings County, New York+ACI-,1091,384,707
1400000US36047117601,36047117601,+ACI-Census Tract 1176.01, Kings County, New York+ACI-,833,202,631
1400000US36047117602,36047117602,+ACI-Census Tract 1176.02, Kings County, New York+ACI-,947,185,762
1400000US36047117800,36047117800,+ACI-Census Tract 1178, Kings County, New York+ACI-,494,110,384
1400000US36047118000,36047118000,+ACI-Census Tract 1180, Kings County, New York+ACI-,0,0,0
1400000US36047118201,36047118201,+ACI-Census Tract 1182.01, Kings County, New York+ACI-,883,203,680
1400000US36047118202,36047118202,+ACI-Census Tract 1182.02, Kings County, New York+ACI-,882,362,520
1400000US36047118400,36047118400,+ACI-Census Tract 1184, Kings County, New York+ACI-,1412,586,826
1400000US36047118600,36047118600,+ACI-Census Tract 1186, Kings County, New York+ACI-,740,263,477
1400000US36047118800,36047118800,+ACI-Census Tract 1188, Kings County, New York+ACI-,1259,242,1017
1400000US36047119000,36047119000,+ACI-Census Tract 1190, Kings County, New York+ACI-,700,213,487
1400000US36047119200,36047119200,+ACI-Census Tract 1192, Kings County, New York+ACI-,1014,272,742
1400000US36047119400,36047119400,+ACI-Census Tract 1194, Kings County, New York+ACI-,1102,371,731
1400000US36047119600,36047119600,+ACI-Census Tract 1196, Kings County, New York+ACI-,1738,416,1322
1400000US36047119800,36047119800,+ACI-Census Tract 1198, Kings County, New York+ACI-,1055,133,922
1400000US36047120000,36047120000,+ACI-Census Tract 1200, Kings County, New York+ACI-,606,135,471
1400000US36047120200,36047120200,+ACI-Census Tract 1202, Kings County, New York+ACI-,522,257,265
1400000US36047120800,36047120800,+ACI-Census Tract 1208, Kings County, New York+ACI-,3087,641,2446
1400000US36047121000,36047121000,+ACI-Census Tract 1210, Kings County, New York+ACI-,1526,0,1526
1400000US36047121400,36047121400,+ACI-Census Tract 1214, Kings County, New York+ACI-,1601,0,1601
1400000US36047122000,36047122000,+ACI-Census Tract 1220, Kings County, New York+ACI-,2110,381,1729
1400000US36047123700,36047123700,+ACI-Census Tract 1237, Kings County, New York+ACI-,1314,198,1116
1400000US36047150200,36047150200,+ACI-Census Tract 1502, Kings County, New York+ACI-,1061,542,519
1400000US36047152200,36047152200,+ACI-Census Tract 1522, Kings County, New York+ACI-,1078,623,455
1400000US36047990100,36047990100,+ACI-Census Tract 9901, Kings County, New York+ACI-,0,0,0
1400000US36061000100,36061000100,+ACI-Census Tract 1, New York County, New York+ACI-,0,0,0
1400000US36061000201,36061000201,+ACI-Census Tract 2.01, New York County, New York+ACI-,978,6,972
1400000US36061000202,36061000202,+ACI-Census Tract 2.02, New York County, New York+ACI-,3496,847,2649
1400000US36061000500,36061000500,+ACI-Census Tract 5, New York County, New York+ACI-,0,0,0
1400000US36061000600,36061000600,+ACI-Census Tract 6, New York County, New York+ACI-,4232,119,4113
1400000US36061000700,36061000700,+ACI-Census Tract 7, New York County, New York+ACI-,4578,913,3665
1400000US36061000800,36061000800,+ACI-Census Tract 8, New York County, New York+ACI-,3591,57,3534
1400000US36061000900,36061000900,+ACI-Census Tract 9, New York County, New York+ACI-,758,82,676
1400000US36061001001,36061001001,+ACI-Census Tract 10.01, New York County, New York+ACI-,769,595,174
1400000US36061001002,36061001002,+ACI-Census Tract 10.02, New York County, New York+ACI-,2297,0,2297
1400000US36061001200,36061001200,+ACI-Census Tract 12, New York County, New York+ACI-,1844,645,1199
1400000US36061001300,36061001300,+ACI-Census Tract 13, New York County, New York+ACI-,2421,162,2259
1400000US36061001401,36061001401,+ACI-Census Tract 14.01, New York County, New York+ACI-,1634,1245,389
1400000US36061001402,36061001402,+ACI-Census Tract 14.02, New York County, New York+ACI-,1370,53,1317
1400000US36061001501,36061001501,+ACI-Census Tract 15.01, New York County, New York+ACI-,3561,1472,2089
1400000US36061001502,36061001502,+ACI-Census Tract 15.02, New York County, New York+ACI-,3090,614,2476
1400000US36061001600,36061001600,+ACI-Census Tract 16, New York County, New York+ACI-,3028,267,2761
1400000US36061001800,36061001800,+ACI-Census Tract 18, New York County, New York+ACI-,3118,131,2987
1400000US36061002000,36061002000,+ACI-Census Tract 20, New York County, New York+ACI-,1897,0,1897
1400000US36061002100,36061002100,+ACI-Census Tract 21, New York County, New York+ACI-,2876,1311,1565
1400000US36061002201,36061002201,+ACI-Census Tract 22.01, New York County, New York+ACI-,3009,338,2671
1400000US36061002202,36061002202,+ACI-Census Tract 22.02, New York County, New York+ACI-,1030,92,938
1400000US36061002400,36061002400,+ACI-Census Tract 24, New York County, New York+ACI-,2145,0,2145
1400000US36061002500,36061002500,+ACI-Census Tract 25, New York County, New York+ACI-,1986,0,1986
1400000US36061002601,36061002601,+ACI-Census Tract 26.01, New York County, New York+ACI-,1539,160,1379
1400000US36061002602,36061002602,+ACI-Census Tract 26.02, New York County, New York+ACI-,2136,465,1671
1400000US36061002700,36061002700,+ACI-Census Tract 27, New York County, New York+ACI-,597,338,259
1400000US36061002800,36061002800,+ACI-Census Tract 28, New York County, New York+ACI-,3292,290,3002
1400000US36061002900,36061002900,+ACI-Census Tract 29, New York County, New York+ACI-,2165,186,1979
1400000US36061003001,36061003001,+ACI-Census Tract 30.01, New York County, New York+ACI-,2312,89,2223
1400000US36061003002,36061003002,+ACI-Census Tract 30.02, New York County, New York+ACI-,1756,176,1580
1400000US36061003100,36061003100,+ACI-Census Tract 31, New York County, New York+ACI-,730,210,520
1400000US36061003200,36061003200,+ACI-Census Tract 32, New York County, New York+ACI-,4471,592,3879
1400000US36061003300,36061003300,+ACI-Census Tract 33, New York County, New York+ACI-,2298,1115,1183
1400000US36061003400,36061003400,+ACI-Census Tract 34, New York County, New York+ACI-,3791,264,3527
1400000US36061003601,36061003601,+ACI-Census Tract 36.01, New York County, New York+ACI-,1438,132,1306
1400000US36061003602,36061003602,+ACI-Census Tract 36.02, New York County, New York+ACI-,1414,142,1272
1400000US36061003700,36061003700,+ACI-Census Tract 37, New York County, New York+ACI-,1361,608,753
1400000US36061003800,36061003800,+ACI-Census Tract 38, New York County, New York+ACI-,5018,405,4613
1400000US36061003900,36061003900,+ACI-Census Tract 39, New York County, New York+ACI-,2528,860,1668
1400000US36061004000,36061004000,+ACI-Census Tract 40, New York County, New York+ACI-,4147,295,3852
1400000US36061004100,36061004100,+ACI-Census Tract 41, New York County, New York+ACI-,3323,307,3016
1400000US36061004200,36061004200,+ACI-Census Tract 42, New York County, New York+ACI-,1542,559,983
1400000US36061004300,36061004300,+ACI-Census Tract 43, New York County, New York+ACI-,2314,299,2015
1400000US36061004400,36061004400,+ACI-Census Tract 44, New York County, New York+ACI-,7945,0,7945
1400000US36061004500,36061004500,+ACI-Census Tract 45, New York County, New York+ACI-,420,185,235
1400000US36061004700,36061004700,+ACI-Census Tract 47, New York County, New York+ACI-,1308,392,916
1400000US36061004800,36061004800,+ACI-Census Tract 48, New York County, New York+ACI-,3393,1352,2041
1400000US36061004900,36061004900,+ACI-Census Tract 49, New York County, New York+ACI-,2454,540,1914
1400000US36061005000,36061005000,+ACI-Census Tract 50, New York County, New York+ACI-,2847,1143,1704
1400000US36061005200,36061005200,+ACI-Census Tract 52, New York County, New York+ACI-,1465,734,731
1400000US36061005400,36061005400,+ACI-Census Tract 54, New York County, New York+ACI-,2517,1354,1163
1400000US36061005501,36061005501,+ACI-Census Tract 55.01, New York County, New York+ACI-,2159,435,1724
1400000US36061005502,36061005502,+ACI-Census Tract 55.02, New York County, New York+ACI-,1167,398,769
1400000US36061005600,36061005600,+ACI-Census Tract 56, New York County, New York+ACI-,1678,541,1137
1400000US36061005700,36061005700,+ACI-Census Tract 57, New York County, New York+ACI-,1654,693,961
1400000US36061005800,36061005800,+ACI-Census Tract 58, New York County, New York+ACI-,1993,127,1866
1400000US36061005900,36061005900,+ACI-Census Tract 59, New York County, New York+ACI-,2981,1786,1195
1400000US36061006000,36061006000,+ACI-Census Tract 60, New York County, New York+ACI-,2334,0,2334
1400000US36061006100,36061006100,+ACI-Census Tract 61, New York County, New York+ACI-,2351,1137,1214
1400000US36061006200,36061006200,+ACI-Census Tract 62, New York County, New York+ACI-,1299,4,1295
1400000US36061006300,36061006300,+ACI-Census Tract 63, New York County, New York+ACI-,3736,1414,2322
1400000US36061006400,36061006400,+ACI-Census Tract 64, New York County, New York+ACI-,4546,1174,3372
1400000US36061006500,36061006500,+ACI-Census Tract 65, New York County, New York+ACI-,3041,281,2760
1400000US36061006600,36061006600,+ACI-Census Tract 66, New York County, New York+ACI-,6197,1749,4448
1400000US36061006700,36061006700,+ACI-Census Tract 67, New York County, New York+ACI-,3258,803,2455
1400000US36061006800,36061006800,+ACI-Census Tract 68, New York County, New York+ACI-,3809,1201,2608
1400000US36061006900,36061006900,+ACI-Census Tract 69, New York County, New York+ACI-,1252,467,785
1400000US36061007000,36061007000,+ACI-Census Tract 70, New York County, New York+ACI-,4832,1067,3765
1400000US36061007100,36061007100,+ACI-Census Tract 71, New York County, New York+ACI-,3486,1122,2364
1400000US36061007200,36061007200,+ACI-Census Tract 72, New York County, New York+ACI-,4149,1212,2937
1400000US36061007300,36061007300,+ACI-Census Tract 73, New York County, New York+ACI-,3759,1035,2724
1400000US36061007400,36061007400,+ACI-Census Tract 74, New York County, New York+ACI-,2161,655,1506
1400000US36061007500,36061007500,+ACI-Census Tract 75, New York County, New York+ACI-,2583,1205,1378
1400000US36061007600,36061007600,+ACI-Census Tract 76, New York County, New York+ACI-,1011,137,874
1400000US36061007700,36061007700,+ACI-Census Tract 77, New York County, New York+ACI-,3517,964,2553
1400000US36061007800,36061007800,+ACI-Census Tract 78, New York County, New York+ACI-,4627,1646,2981
1400000US36061007900,36061007900,+ACI-Census Tract 79, New York County, New York+ACI-,2611,907,1704
1400000US36061008000,36061008000,+ACI-Census Tract 80, New York County, New York+ACI-,3068,1478,1590
1400000US36061008100,36061008100,+ACI-Census Tract 81, New York County, New York+ACI-,4900,1696,3204
1400000US36061008200,36061008200,+ACI-Census Tract 82, New York County, New York+ACI-,1878,884,994
1400000US36061008300,36061008300,+ACI-Census Tract 83, New York County, New York+ACI-,1986,285,1701
1400000US36061008400,36061008400,+ACI-Census Tract 84, New York County, New York+ACI-,1035,208,827
1400000US36061008601,36061008601,+ACI-Census Tract 86.01, New York County, New York+ACI-,1338,339,999
1400000US36061008602,36061008602,+ACI-Census Tract 86.02, New York County, New York+ACI-,0,0,0
1400000US36061008603,36061008603,+ACI-Census Tract 86.03, New York County, New York+ACI-,2637,1818,819
1400000US36061008700,36061008700,+ACI-Census Tract 87, New York County, New York+ACI-,3921,1151,2770
1400000US36061008800,36061008800,+ACI-Census Tract 88, New York County, New York+ACI-,4555,2159,2396
1400000US36061008900,36061008900,+ACI-Census Tract 89, New York County, New York+ACI-,3026,935,2091
1400000US36061009000,36061009000,+ACI-Census Tract 90, New York County, New York+ACI-,4219,1184,3035
1400000US36061009100,36061009100,+ACI-Census Tract 91, New York County, New York+ACI-,4131,1042,3089
1400000US36061009200,36061009200,+ACI-Census Tract 92, New York County, New York+ACI-,1153,120,1033
1400000US36061009300,36061009300,+ACI-Census Tract 93, New York County, New York+ACI-,5198,2313,2885
1400000US36061009400,36061009400,+ACI-Census Tract 94, New York County, New York+ACI-,11,0,11
1400000US36061009500,36061009500,+ACI-Census Tract 95, New York County, New York+ACI-,1223,470,753
1400000US36061009600,36061009600,+ACI-Census Tract 96, New York County, New York+ACI-,120,23,97
1400000US36061009700,36061009700,+ACI-Census Tract 97, New York County, New York+ACI-,2713,1004,1709
1400000US36061009800,36061009800,+ACI-Census Tract 98, New York County, New York+ACI-,4292,1664,2628
1400000US36061009900,36061009900,+ACI-Census Tract 99, New York County, New York+ACI-,2891,328,2563
1400000US36061010000,36061010000,+ACI-Census Tract 100, New York County, New York+ACI-,1179,293,886
1400000US36061010100,36061010100,+ACI-Census Tract 101, New York County, New York+ACI-,759,7,752
1400000US36061010200,36061010200,+ACI-Census Tract 102, New York County, New York+ACI-,125,39,86
1400000US36061010300,36061010300,+ACI-Census Tract 103, New York County, New York+ACI-,1151,130,1021
1400000US36061010400,36061010400,+ACI-Census Tract 104, New York County, New York+ACI-,627,280,347
1400000US36061010601,36061010601,+ACI-Census Tract 106.01, New York County, New York+ACI-,4450,2902,1548
1400000US36061010602,36061010602,+ACI-Census Tract 106.02, New York County, New York+ACI-,2366,660,1706
1400000US36061010800,36061010800,+ACI-Census Tract 108, New York County, New York+ACI-,4819,2005,2814
1400000US36061010900,36061010900,+ACI-Census Tract 109, New York County, New York+ACI-,91,30,61
1400000US36061011000,36061011000,+ACI-Census Tract 110, New York County, New York+ACI-,4177,783,3394
1400000US36061011100,36061011100,+ACI-Census Tract 111, New York County, New York+ACI-,2464,274,2190
1400000US36061011201,36061011201,+ACI-Census Tract 112.01, New York County, New York+ACI-,549,96,453
1400000US36061011202,36061011202,+ACI-Census Tract 112.02, New York County, New York+ACI-,190,127,63
1400000US36061011203,36061011203,+ACI-Census Tract 112.03, New York County, New York+ACI-,689,294,395
1400000US36061011300,36061011300,+ACI-Census Tract 113, New York County, New York+ACI-,67,28,39
1400000US36061011401,36061011401,+ACI-Census Tract 114.01, New York County, New York+ACI-,622,315,307
1400000US36061011402,36061011402,+ACI-Census Tract 114.02, New York County, New York+ACI-,1264,834,430
1400000US36061011500,36061011500,+ACI-Census Tract 115, New York County, New York+ACI-,1492,267,1225
1400000US36061011600,36061011600,+ACI-Census Tract 116, New York County, New York+ACI-,1821,347,1474
1400000US36061011700,36061011700,+ACI-Census Tract 117, New York County, New York+ACI-,2363,0,2363
1400000US36061011800,36061011800,+ACI-Census Tract 118, New York County, New York+ACI-,5136,1545,3591
1400000US36061011900,36061011900,+ACI-Census Tract 119, New York County, New York+ACI-,1036,0,1036
1400000US36061012000,36061012000,+ACI-Census Tract 120, New York County, New York+ACI-,1716,1206,510
1400000US36061012100,36061012100,+ACI-Census Tract 121, New York County, New York+ACI-,4964,306,4658
1400000US36061012200,36061012200,+ACI-Census Tract 122, New York County, New York+ACI-,1852,1235,617
1400000US36061012400,36061012400,+ACI-Census Tract 124, New York County, New York+ACI-,5325,1287,4038
1400000US36061012500,36061012500,+ACI-Census Tract 125, New York County, New York+ACI-,1472,109,1363
1400000US36061012600,36061012600,+ACI-Census Tract 126, New York County, New York+ACI-,7075,2402,4673
1400000US36061012700,36061012700,+ACI-Census Tract 127, New York County, New York+ACI-,3897,616,3281
1400000US36061012800,36061012800,+ACI-Census Tract 128, New York County, New York+ACI-,3104,2326,778
1400000US36061012900,36061012900,+ACI-Census Tract 129, New York County, New York+ACI-,3164,761,2403
1400000US36061013000,36061013000,+ACI-Census Tract 130, New York County, New York+ACI-,1698,1130,568
1400000US36061013100,36061013100,+ACI-Census Tract 131, New York County, New York+ACI-,1723,154,1569
1400000US36061013200,36061013200,+ACI-Census Tract 132, New York County, New York+ACI-,6060,1369,4691
1400000US36061013300,36061013300,+ACI-Census Tract 133, New York County, New York+ACI-,2786,246,2540
1400000US36061013400,36061013400,+ACI-Census Tract 134, New York County, New York+ACI-,6839,2417,4422
1400000US36061013500,36061013500,+ACI-Census Tract 135, New York County, New York+ACI-,3747,71,3676
1400000US36061013600,36061013600,+ACI-Census Tract 136, New York County, New York+ACI-,8674,2392,6282
1400000US36061013700,36061013700,+ACI-Census Tract 137, New York County, New York+ACI-,3578,1039,2539
1400000US36061013800,36061013800,+ACI-Census Tract 138, New York County, New York+ACI-,7262,2170,5092
1400000US36061013900,36061013900,+ACI-Census Tract 139, New York County, New York+ACI-,5553,1558,3995
1400000US36061014000,36061014000,+ACI-Census Tract 140, New York County, New York+ACI-,3752,1859,1893
1400000US36061014200,36061014200,+ACI-Census Tract 142, New York County, New York+ACI-,2072,1331,741
1400000US36061014300,36061014300,+ACI-Census Tract 143, New York County, New York+ACI-,0,0,0
1400000US36061014401,36061014401,+ACI-Census Tract 144.01, New York County, New York+ACI-,2676,1230,1446
1400000US36061014402,36061014402,+ACI-Census Tract 144.02, New York County, New York+ACI-,4022,1191,2831
1400000US36061014500,36061014500,+ACI-Census Tract 145, New York County, New York+ACI-,2605,873,1732
1400000US36061014601,36061014601,+ACI-Census Tract 146.01, New York County, New York+ACI-,2649,322,2327
1400000US36061014602,36061014602,+ACI-Census Tract 146.02, New York County, New York+ACI-,4684,1232,3452
1400000US36061014700,36061014700,+ACI-Census Tract 147, New York County, New York+ACI-,1512,234,1278
1400000US36061014801,36061014801,+ACI-Census Tract 148.01, New York County, New York+ACI-,1456,497,959
1400000US36061014802,36061014802,+ACI-Census Tract 148.02, New York County, New York+ACI-,3279,1166,2113
1400000US36061014900,36061014900,+ACI-Census Tract 149, New York County, New York+ACI-,3039,1122,1917
1400000US36061015001,36061015001,+ACI-Census Tract 150.01, New York County, New York+ACI-,1025,672,353
1400000US36061015002,36061015002,+ACI-Census Tract 150.02, New York County, New York+ACI-,2404,1630,774
1400000US36061015100,36061015100,+ACI-Census Tract 151, New York County, New York+ACI-,4164,440,3724
1400000US36061015200,36061015200,+ACI-Census Tract 152, New York County, New York+ACI-,3724,731,2993
1400000US36061015300,36061015300,+ACI-Census Tract 153, New York County, New York+ACI-,4809,2048,2761
1400000US36061015400,36061015400,+ACI-Census Tract 154, New York County, New York+ACI-,7976,2604,5372
1400000US36061015500,36061015500,+ACI-Census Tract 155, New York County, New York+ACI-,5457,3446,2011
1400000US36061015601,36061015601,+ACI-Census Tract 156.01, New York County, New York+ACI-,2739,32,2707
1400000US36061015602,36061015602,+ACI-Census Tract 156.02, New York County, New York+ACI-,950,78,872
1400000US36061015700,36061015700,+ACI-Census Tract 157, New York County, New York+ACI-,5485,1723,3762
1400000US36061015801,36061015801,+ACI-Census Tract 158.01, New York County, New York+ACI-,2670,1284,1386
1400000US36061015802,36061015802,+ACI-Census Tract 158.02, New York County, New York+ACI-,1969,71,1898
1400000US36061015900,36061015900,+ACI-Census Tract 159, New York County, New York+ACI-,5309,2699,2610
1400000US36061016001,36061016001,+ACI-Census Tract 160.01, New York County, New York+ACI-,1662,1235,427
1400000US36061016002,36061016002,+ACI-Census Tract 160.02, New York County, New York+ACI-,1202,455,747
1400000US36061016100,36061016100,+ACI-Census Tract 161, New York County, New York+ACI-,3610,808,2802
1400000US36061016200,36061016200,+ACI-Census Tract 162, New York County, New York+ACI-,3890,294,3596
1400000US36061016300,36061016300,+ACI-Census Tract 163, New York County, New York+ACI-,3826,1320,2506
1400000US36061016400,36061016400,+ACI-Census Tract 164, New York County, New York+ACI-,2602,5,2597
1400000US36061016500,36061016500,+ACI-Census Tract 165, New York County, New York+ACI-,3298,1198,2100
1400000US36061016600,36061016600,+ACI-Census Tract 166, New York County, New York+ACI-,2854,141,2713
1400000US36061016700,36061016700,+ACI-Census Tract 167, New York County, New York+ACI-,3206,1248,1958
1400000US36061016800,36061016800,+ACI-Census Tract 168, New York County, New York+ACI-,1686,100,1586
1400000US36061016900,36061016900,+ACI-Census Tract 169, New York County, New York+ACI-,4045,1333,2712
1400000US36061017000,36061017000,+ACI-Census Tract 170, New York County, New York+ACI-,3263,182,3081
1400000US36061017100,36061017100,+ACI-Census Tract 171, New York County, New York+ACI-,4521,1856,2665
1400000US36061017200,36061017200,+ACI-Census Tract 172, New York County, New York+ACI-,2151,102,2049
1400000US36061017300,36061017300,+ACI-Census Tract 173, New York County, New York+ACI-,4195,1036,3159
1400000US36061017401,36061017401,+ACI-Census Tract 174.01, New York County, New York+ACI-,1929,258,1671
1400000US36061017402,36061017402,+ACI-Census Tract 174.02, New York County, New York+ACI-,887,17,870
1400000US36061017500,36061017500,+ACI-Census Tract 175, New York County, New York+ACI-,4771,2347,2424
1400000US36061017700,36061017700,+ACI-Census Tract 177, New York County, New York+ACI-,4840,1520,3320
1400000US36061017800,36061017800,+ACI-Census Tract 178, New York County, New York+ACI-,1627,62,1565
1400000US36061017900,36061017900,+ACI-Census Tract 179, New York County, New York+ACI-,4571,1075,3496
1400000US36061018000,36061018000,+ACI-Census Tract 180, New York County, New York+ACI-,2914,167,2747
1400000US36061018100,36061018100,+ACI-Census Tract 181, New York County, New York+ACI-,4354,881,3473
1400000US36061018200,36061018200,+ACI-Census Tract 182, New York County, New York+ACI-,2667,54,2613
1400000US36061018300,36061018300,+ACI-Census Tract 183, New York County, New York+ACI-,4377,1248,3129
1400000US36061018400,36061018400,+ACI-Census Tract 184, New York County, New York+ACI-,2880,268,2612
1400000US36061018500,36061018500,+ACI-Census Tract 185, New York County, New York+ACI-,2821,715,2106
1400000US36061018600,36061018600,+ACI-Census Tract 186, New York County, New York+ACI-,2004,31,1973
1400000US36061018700,36061018700,+ACI-Census Tract 187, New York County, New York+ACI-,3986,1097,2889
1400000US36061018800,36061018800,+ACI-Census Tract 188, New York County, New York+ACI-,2298,102,2196
1400000US36061018900,36061018900,+ACI-Census Tract 189, New York County, New York+ACI-,5037,723,4314
1400000US36061019000,36061019000,+ACI-Census Tract 190, New York County, New York+ACI-,1374,550,824
1400000US36061019100,36061019100,+ACI-Census Tract 191, New York County, New York+ACI-,4652,1537,3115
1400000US36061019200,36061019200,+ACI-Census Tract 192, New York County, New York+ACI-,1326,13,1313
1400000US36061019300,36061019300,+ACI-Census Tract 193, New York County, New York+ACI-,3867,554,3313
1400000US36061019400,36061019400,+ACI-Census Tract 194, New York County, New York+ACI-,2486,105,2381
1400000US36061019500,36061019500,+ACI-Census Tract 195, New York County, New York+ACI-,3332,928,2404
1400000US36061019600,36061019600,+ACI-Census Tract 196, New York County, New York+ACI-,1576,19,1557
1400000US36061019701,36061019701,+ACI-Census Tract 197.01, New York County, New York+ACI-,432,0,432
1400000US36061019702,36061019702,+ACI-Census Tract 197.02, New York County, New York+ACI-,961,203,758
1400000US36061019800,36061019800,+ACI-Census Tract 198, New York County, New York+ACI-,1175,407,768
1400000US36061019900,36061019900,+ACI-Census Tract 199, New York County, New York+ACI-,3330,853,2477
1400000US36061020000,36061020000,+ACI-Census Tract 200, New York County, New York+ACI-,1340,344,996
1400000US36061020101,36061020101,+ACI-Census Tract 201.01, New York County, New York+ACI-,286,56,230
1400000US36061020102,36061020102,+ACI-Census Tract 201.02, New York County, New York+ACI-,1799,240,1559
1400000US36061020300,36061020300,+ACI-Census Tract 203, New York County, New York+ACI-,388,22,366
1400000US36061020500,36061020500,+ACI-Census Tract 205, New York County, New York+ACI-,1152,256,896
1400000US36061020600,36061020600,+ACI-Census Tract 206, New York County, New York+ACI-,1364,190,1174
1400000US36061020701,36061020701,+ACI-Census Tract 207.01, New York County, New York+ACI-,1312,48,1264
1400000US36061020800,36061020800,+ACI-Census Tract 208, New York County, New York+ACI-,2077,459,1618
1400000US36061020901,36061020901,+ACI-Census Tract 209.01, New York County, New York+ACI-,1545,47,1498
1400000US36061021000,36061021000,+ACI-Census Tract 210, New York County, New York+ACI-,3067,287,2780
1400000US36061021100,36061021100,+ACI-Census Tract 211, New York County, New York+ACI-,4112,1105,3007
1400000US36061021200,36061021200,+ACI-Census Tract 212, New York County, New York+ACI-,2492,33,2459
1400000US36061021303,36061021303,+ACI-Census Tract 213.03, New York County, New York+ACI-,2188,89,2099
1400000US36061021400,36061021400,+ACI-Census Tract 214, New York County, New York+ACI-,1892,21,1871
1400000US36061021500,36061021500,+ACI-Census Tract 215, New York County, New York+ACI-,1329,19,1310
1400000US36061021600,36061021600,+ACI-Census Tract 216, New York County, New York+ACI-,3343,574,2769
1400000US36061021703,36061021703,+ACI-Census Tract 217.03, New York County, New York+ACI-,4,4,0
1400000US36061021800,36061021800,+ACI-Census Tract 218, New York County, New York+ACI-,2782,261,2521
1400000US36061021900,36061021900,+ACI-Census Tract 219, New York County, New York+ACI-,2019,51,1968
1400000US36061022000,36061022000,+ACI-Census Tract 220, New York County, New York+ACI-,2484,407,2077
1400000US36061022102,36061022102,+ACI-Census Tract 221.02, New York County, New York+ACI-,1162,371,791
1400000US36061022200,36061022200,+ACI-Census Tract 222, New York County, New York+ACI-,1277,318,959
1400000US36061022301,36061022301,+ACI-Census Tract 223.01, New York County, New York+ACI-,2380,175,2205
1400000US36061022302,36061022302,+ACI-Census Tract 223.02, New York County, New York+ACI-,1562,0,1562
1400000US36061022400,36061022400,+ACI-Census Tract 224, New York County, New York+ACI-,2742,122,2620
1400000US36061022500,36061022500,+ACI-Census Tract 225, New York County, New York+ACI-,3467,465,3002
1400000US36061022600,36061022600,+ACI-Census Tract 226, New York County, New York+ACI-,1795,218,1577
1400000US36061022700,36061022700,+ACI-Census Tract 227, New York County, New York+ACI-,2187,423,1764
1400000US36061022800,36061022800,+ACI-Census Tract 228, New York County, New York+ACI-,2459,446,2013
1400000US36061022900,36061022900,+ACI-Census Tract 229, New York County, New York+ACI-,2894,247,2647
1400000US36061023000,36061023000,+ACI-Census Tract 230, New York County, New York+ACI-,3553,68,3485
1400000US36061023100,36061023100,+ACI-Census Tract 231, New York County, New York+ACI-,2649,277,2372
1400000US36061023200,36061023200,+ACI-Census Tract 232, New York County, New York+ACI-,3190,135,3055
1400000US36061023300,36061023300,+ACI-Census Tract 233, New York County, New York+ACI-,2556,268,2288
1400000US36061023400,36061023400,+ACI-Census Tract 234, New York County, New York+ACI-,2218,169,2049
1400000US36061023501,36061023501,+ACI-Census Tract 235.01, New York County, New York+ACI-,2505,383,2122
1400000US36061023502,36061023502,+ACI-Census Tract 235.02, New York County, New York+ACI-,781,12,769
1400000US36061023600,36061023600,+ACI-Census Tract 236, New York County, New York+ACI-,2968,527,2441
1400000US36061023700,36061023700,+ACI-Census Tract 237, New York County, New York+ACI-,2615,178,2437
1400000US36061023801,36061023801,+ACI-Census Tract 238.01, New York County, New York+ACI-,3948,527,3421
1400000US36061023802,36061023802,+ACI-Census Tract 238.02, New York County, New York+ACI-,674,39,635
1400000US36061023900,36061023900,+ACI-Census Tract 239, New York County, New York+ACI-,1049,87,962
1400000US36061024000,36061024000,+ACI-Census Tract 240, New York County, New York+ACI-,0,0,0
1400000US36061024100,36061024100,+ACI-Census Tract 241, New York County, New York+ACI-,3147,549,2598
1400000US36061024200,36061024200,+ACI-Census Tract 242, New York County, New York+ACI-,1471,25,1446
1400000US36061024301,36061024301,+ACI-Census Tract 243.01, New York County, New York+ACI-,1374,71,1303
1400000US36061024302,36061024302,+ACI-Census Tract 243.02, New York County, New York+ACI-,2486,0,2486
1400000US36061024500,36061024500,+ACI-Census Tract 245, New York County, New York+ACI-,4825,124,4701
1400000US36061024700,36061024700,+ACI-Census Tract 247, New York County, New York+ACI-,2444,356,2088
1400000US36061024900,36061024900,+ACI-Census Tract 249, New York County, New York+ACI-,381,21,360
1400000US36061025100,36061025100,+ACI-Census Tract 251, New York County, New York+ACI-,724,24,700
1400000US36061025300,36061025300,+ACI-Census Tract 253, New York County, New York+ACI-,3840,45,3795
1400000US36061025500,36061025500,+ACI-Census Tract 255, New York County, New York+ACI-,2051,90,1961
1400000US36061025700,36061025700,+ACI-Census Tract 257, New York County, New York+ACI-,1720,550,1170
1400000US36061025900,36061025900,+ACI-Census Tract 259, New York County, New York+ACI-,1665,657,1008
1400000US36061026100,36061026100,+ACI-Census Tract 261, New York County, New York+ACI-,3686,41,3645
1400000US36061026300,36061026300,+ACI-Census Tract 263, New York County, New York+ACI-,2881,15,2866
1400000US36061026500,36061026500,+ACI-Census Tract 265, New York County, New York+ACI-,2775,363,2412
1400000US36061026700,36061026700,+ACI-Census Tract 267, New York County, New York+ACI-,571,4,567
1400000US36061026900,36061026900,+ACI-Census Tract 269, New York County, New York+ACI-,2568,160,2408
1400000US36061027100,36061027100,+ACI-Census Tract 271, New York County, New York+ACI-,3040,217,2823
