GEO.id,GEO.id2,GEO.display+AC0-label,total+AF8-households,total+AF8-owners,total+AF8-renters
1400000US36047057400,36047057400,+ACI-Census Tract 574, Kings County, New York+ACI-,995,717,278
1400000US36047057500,36047057500,+ACI-Census Tract 575, Kings County, New York+ACI-,2055,308,1747
1400000US36047057600,36047057600,+ACI-Census Tract 576, Kings County, New York+ACI-,1025,560,465
1400000US36047057800,36047057800,+ACI-Census Tract 578, Kings County, New York+ACI-,1119,305,814
1400000US36047057900,36047057900,+ACI-Census Tract 579, Kings County, New York+ACI-,482,16,466
1400000US36047058000,36047058000,+ACI-Census Tract 580, Kings County, New York+ACI-,1293,419,874
1400000US36047058200,36047058200,+ACI-Census Tract 582, Kings County, New York+ACI-,1004,346,658
1400000US36047058400,36047058400,+ACI-Census Tract 584, Kings County, New York+ACI-,1440,335,1105
1400000US36047058600,36047058600,+ACI-Census Tract 586, Kings County, New York+ACI-,781,435,346
1400000US36047058800,36047058800,+ACI-Census Tract 588, Kings County, New York+ACI-,1376,644,732
1400000US36047058900,36047058900,+ACI-Census Tract 589, Kings County, New York+ACI-,787,206,581
1400000US36047059000,36047059000,+ACI-Census Tract 590, Kings County, New York+ACI-,654,298,356
1400000US36047059100,36047059100,+ACI-Census Tract 591, Kings County, New York+ACI-,1784,330,1454
1400000US36047059200,36047059200,+ACI-Census Tract 592, Kings County, New York+ACI-,1679,767,912
1400000US36047059300,36047059300,+ACI-Census Tract 593, Kings County, New York+ACI-,823,169,654
1400000US36047059401,36047059401,+ACI-Census Tract 594.01, Kings County, New York+ACI-,3026,1422,1604
1400000US36047059402,36047059402,+ACI-Census Tract 594.02, Kings County, New York+ACI-,2030,1386,644
1400000US36047059600,36047059600,+ACI-Census Tract 596, Kings County, New York+ACI-,1105,692,413
1400000US36047059800,36047059800,+ACI-Census Tract 598, Kings County, New York+ACI-,1205,791,414
1400000US36047060000,36047060000,+ACI-Census Tract 600, Kings County, New York+ACI-,2641,1108,1533
1400000US36047060600,36047060600,+ACI-Census Tract 606, Kings County, New York+ACI-,1107,363,744
1400000US36047060800,36047060800,+ACI-Census Tract 608, Kings County, New York+ACI-,1471,562,909
1400000US36047061002,36047061002,+ACI-Census Tract 610.02, Kings County, New York+ACI-,1928,1153,775
1400000US36047061003,36047061003,+ACI-Census Tract 610.03, Kings County, New York+ACI-,535,172,363
1400000US36047061004,36047061004,+ACI-Census Tract 610.04, Kings County, New York+ACI-,2945,418,2527
1400000US36047061200,36047061200,+ACI-Census Tract 612, Kings County, New York+ACI-,368,279,89
1400000US36047061600,36047061600,+ACI-Census Tract 616, Kings County, New York+ACI-,490,453,37
1400000US36047062000,36047062000,+ACI-Census Tract 620, Kings County, New York+ACI-,644,480,164
1400000US36047062200,36047062200,+ACI-Census Tract 622, Kings County, New York+ACI-,1334,702,632
1400000US36047062600,36047062600,+ACI-Census Tract 626, Kings County, New York+ACI-,1078,665,413
1400000US36047062800,36047062800,+ACI-Census Tract 628, Kings County, New York+ACI-,1901,1599,302
1400000US36047063200,36047063200,+ACI-Census Tract 632, Kings County, New York+ACI-,627,469,158
1400000US36047063600,36047063600,+ACI-Census Tract 636, Kings County, New York+ACI-,492,432,60
1400000US36047063800,36047063800,+ACI-Census Tract 638, Kings County, New York+ACI-,654,509,145
1400000US36047064000,36047064000,+ACI-Census Tract 640, Kings County, New York+ACI-,584,494,90
1400000US36047064200,36047064200,+ACI-Census Tract 642, Kings County, New York+ACI-,885,339,546
1400000US36047064400,36047064400,+ACI-Census Tract 644, Kings County, New York+ACI-,787,561,226
1400000US36047064600,36047064600,+ACI-Census Tract 646, Kings County, New York+ACI-,677,527,150
1400000US36047064800,36047064800,+ACI-Census Tract 648, Kings County, New York+ACI-,649,447,202
1400000US36047065000,36047065000,+ACI-Census Tract 650, Kings County, New York+ACI-,499,341,158
1400000US36047065200,36047065200,+ACI-Census Tract 652, Kings County, New York+ACI-,493,369,124
1400000US36047065400,36047065400,+ACI-Census Tract 654, Kings County, New York+ACI-,612,578,34
1400000US36047065600,36047065600,+ACI-Census Tract 656, Kings County, New York+ACI-,629,595,34
1400000US36047065800,36047065800,+ACI-Census Tract 658, Kings County, New York+ACI-,717,583,134
1400000US36047066000,36047066000,+ACI-Census Tract 660, Kings County, New York+ACI-,681,656,25
1400000US36047066200,36047066200,+ACI-Census Tract 662, Kings County, New York+ACI-,597,469,128
1400000US36047066600,36047066600,+ACI-Census Tract 666, Kings County, New York+ACI-,0,0,0
1400000US36047067000,36047067000,+ACI-Census Tract 670, Kings County, New York+ACI-,986,484,502
1400000US36047067200,36047067200,+ACI-Census Tract 672, Kings County, New York+ACI-,438,314,124
1400000US36047067400,36047067400,+ACI-Census Tract 674, Kings County, New York+ACI-,622,491,131
1400000US36047067600,36047067600,+ACI-Census Tract 676, Kings County, New York+ACI-,611,519,92
1400000US36047067800,36047067800,+ACI-Census Tract 678, Kings County, New York+ACI-,867,515,352
1400000US36047068000,36047068000,+ACI-Census Tract 680, Kings County, New York+ACI-,582,410,172
1400000US36047068200,36047068200,+ACI-Census Tract 682, Kings County, New York+ACI-,877,689,188
1400000US36047068600,36047068600,+ACI-Census Tract 686, Kings County, New York+ACI-,696,451,245
1400000US36047068800,36047068800,+ACI-Census Tract 688, Kings County, New York+ACI-,607,411,196
1400000US36047069000,36047069000,+ACI-Census Tract 690, Kings County, New York+ACI-,622,471,151
1400000US36047069200,36047069200,+ACI-Census Tract 692, Kings County, New York+ACI-,808,492,316
1400000US36047069601,36047069601,+ACI-Census Tract 696.01, Kings County, New York+ACI-,1547,649,898
1400000US36047069602,36047069602,+ACI-Census Tract 696.02, Kings County, New York+ACI-,2185,1426,759
1400000US36047069800,36047069800,+ACI-Census Tract 698, Kings County, New York+ACI-,494,349,145
1400000US36047070000,36047070000,+ACI-Census Tract 700, Kings County, New York+ACI-,678,410,268
1400000US36047070201,36047070201,+ACI-Census Tract 702.01, Kings County, New York+ACI-,2308,1741,567
1400000US36047070202,36047070202,+ACI-Census Tract 702.02, Kings County, New York+ACI-,3,3,0
1400000US36047070203,36047070203,+ACI-Census Tract 702.03, Kings County, New York+ACI-,0,0,0
1400000US36047070600,36047070600,+ACI-Census Tract 706, Kings County, New York+ACI-,1020,855,165
1400000US36047072000,36047072000,+ACI-Census Tract 720, Kings County, New York+ACI-,610,249,361
1400000US36047072200,36047072200,+ACI-Census Tract 722, Kings County, New York+ACI-,964,672,292
1400000US36047072400,36047072400,+ACI-Census Tract 724, Kings County, New York+ACI-,612,373,239
1400000US36047072600,36047072600,+ACI-Census Tract 726, Kings County, New York+ACI-,701,614,87
1400000US36047072800,36047072800,+ACI-Census Tract 728, Kings County, New York+ACI-,1431,972,459
1400000US36047073000,36047073000,+ACI-Census Tract 730, Kings County, New York+ACI-,782,593,189
1400000US36047073200,36047073200,+ACI-Census Tract 732, Kings County, New York+ACI-,838,495,343
1400000US36047073400,36047073400,+ACI-Census Tract 734, Kings County, New York+ACI-,668,596,72
1400000US36047073600,36047073600,+ACI-Census Tract 736, Kings County, New York+ACI-,1229,400,829
1400000US36047073800,36047073800,+ACI-Census Tract 738, Kings County, New York+ACI-,1220,571,649
1400000US36047074000,36047074000,+ACI-Census Tract 740, Kings County, New York+ACI-,1125,411,714
1400000US36047074200,36047074200,+ACI-Census Tract 742, Kings County, New York+ACI-,934,514,420
1400000US36047074400,36047074400,+ACI-Census Tract 744, Kings County, New York+ACI-,619,460,159
1400000US36047074600,36047074600,+ACI-Census Tract 746, Kings County, New York+ACI-,661,420,241
1400000US36047074800,36047074800,+ACI-Census Tract 748, Kings County, New York+ACI-,648,364,284
1400000US36047075000,36047075000,+ACI-Census Tract 750, Kings County, New York+ACI-,927,430,497
1400000US36047075200,36047075200,+ACI-Census Tract 752, Kings County, New York+ACI-,294,263,31
1400000US36047075400,36047075400,+ACI-Census Tract 754, Kings County, New York+ACI-,452,372,80
1400000US36047075600,36047075600,+ACI-Census Tract 756, Kings County, New York+ACI-,676,438,238
1400000US36047075800,36047075800,+ACI-Census Tract 758, Kings County, New York+ACI-,647,376,271
1400000US36047076000,36047076000,+ACI-Census Tract 760, Kings County, New York+ACI-,1048,280,768
1400000US36047076200,36047076200,+ACI-Census Tract 762, Kings County, New York+ACI-,1650,373,1277
1400000US36047076400,36047076400,+ACI-Census Tract 764, Kings County, New York+ACI-,1358,300,1058
1400000US36047076600,36047076600,+ACI-Census Tract 766, Kings County, New York+ACI-,771,180,591
1400000US36047076800,36047076800,+ACI-Census Tract 768, Kings County, New York+ACI-,1116,293,823
1400000US36047077000,36047077000,+ACI-Census Tract 770, Kings County, New York+ACI-,1038,419,619
1400000US36047077200,36047077200,+ACI-Census Tract 772, Kings County, New York+ACI-,1138,462,676
1400000US36047077400,36047077400,+ACI-Census Tract 774, Kings County, New York+ACI-,1149,93,1056
1400000US36047077600,36047077600,+ACI-Census Tract 776, Kings County, New York+ACI-,1706,1078,628
1400000US36047078000,36047078000,+ACI-Census Tract 780, Kings County, New York+ACI-,729,652,77
1400000US36047078200,36047078200,+ACI-Census Tract 782, Kings County, New York+ACI-,1577,512,1065
1400000US36047078400,36047078400,+ACI-Census Tract 784, Kings County, New York+ACI-,820,545,275
1400000US36047078600,36047078600,+ACI-Census Tract 786, Kings County, New York+ACI-,1767,444,1323
1400000US36047078800,36047078800,+ACI-Census Tract 788, Kings County, New York+ACI-,1174,251,923
1400000US36047079000,36047079000,+ACI-Census Tract 790, Kings County, New York+ACI-,1772,379,1393
1400000US36047079200,36047079200,+ACI-Census Tract 792, Kings County, New York+ACI-,1207,288,919
1400000US36047079400,36047079400,+ACI-Census Tract 794, Kings County, New York+ACI-,628,226,402
1400000US36047079601,36047079601,+ACI-Census Tract 796.01, Kings County, New York+ACI-,1879,270,1609
1400000US36047079602,36047079602,+ACI-Census Tract 796.02, Kings County, New York+ACI-,1668,107,1561
1400000US36047079801,36047079801,+ACI-Census Tract 798.01, Kings County, New York+ACI-,1291,345,946
1400000US36047079802,36047079802,+ACI-Census Tract 798.02, Kings County, New York+ACI-,2371,34,2337
1400000US36047080000,36047080000,+ACI-Census Tract 800, Kings County, New York+ACI-,1334,611,723
1400000US36047080200,36047080200,+ACI-Census Tract 802, Kings County, New York+ACI-,1876,376,1500
1400000US36047080400,36047080400,+ACI-Census Tract 804, Kings County, New York+ACI-,1253,166,1087
1400000US36047080600,36047080600,+ACI-Census Tract 806, Kings County, New York+ACI-,1212,306,906
1400000US36047080800,36047080800,+ACI-Census Tract 808, Kings County, New York+ACI-,208,0,208
1400000US36047081000,36047081000,+ACI-Census Tract 810, Kings County, New York+ACI-,872,190,682
1400000US36047081400,36047081400,+ACI-Census Tract 814, Kings County, New York+ACI-,991,446,545
1400000US36047081600,36047081600,+ACI-Census Tract 816, Kings County, New York+ACI-,946,292,654
1400000US36047081800,36047081800,+ACI-Census Tract 818, Kings County, New York+ACI-,1621,165,1456
1400000US36047082000,36047082000,+ACI-Census Tract 820, Kings County, New York+ACI-,1867,98,1769
1400000US36047082200,36047082200,+ACI-Census Tract 822, Kings County, New York+ACI-,2755,162,2593
1400000US36047082400,36047082400,+ACI-Census Tract 824, Kings County, New York+ACI-,1547,314,1233
1400000US36047082600,36047082600,+ACI-Census Tract 826, Kings County, New York+ACI-,1859,526,1333
1400000US36047082800,36047082800,+ACI-Census Tract 828, Kings County, New York+ACI-,1234,286,948
1400000US36047083000,36047083000,+ACI-Census Tract 830, Kings County, New York+ACI-,2177,373,1804
1400000US36047083200,36047083200,+ACI-Census Tract 832, Kings County, New York+ACI-,727,502,225
1400000US36047083400,36047083400,+ACI-Census Tract 834, Kings County, New York+ACI-,575,436,139
1400000US36047083600,36047083600,+ACI-Census Tract 836, Kings County, New York+ACI-,755,438,317
1400000US36047083800,36047083800,+ACI-Census Tract 838, Kings County, New York+ACI-,778,584,194
1400000US36047084000,36047084000,+ACI-Census Tract 840, Kings County, New York+ACI-,786,476,310
1400000US36047084600,36047084600,+ACI-Census Tract 846, Kings County, New York+ACI-,686,347,339
1400000US36047084800,36047084800,+ACI-Census Tract 848, Kings County, New York+ACI-,551,351,200
1400000US36047085000,36047085000,+ACI-Census Tract 850, Kings County, New York+ACI-,462,394,68
1400000US36047085200,36047085200,+ACI-Census Tract 852, Kings County, New York+ACI-,8,8,0
1400000US36047085400,36047085400,+ACI-Census Tract 854, Kings County, New York+ACI-,689,355,334
1400000US36047085600,36047085600,+ACI-Census Tract 856, Kings County, New York+ACI-,1478,388,1090
1400000US36047085800,36047085800,+ACI-Census Tract 858, Kings County, New York+ACI-,816,309,507
1400000US36047086000,36047086000,+ACI-Census Tract 860, Kings County, New York+ACI-,1236,391,845
1400000US36047086200,36047086200,+ACI-Census Tract 862, Kings County, New York+ACI-,1069,307,762
1400000US36047086400,36047086400,+ACI-Census Tract 864, Kings County, New York+ACI-,766,372,394
1400000US36047086600,36047086600,+ACI-Census Tract 866, Kings County, New York+ACI-,1230,528,702
1400000US36047086800,36047086800,+ACI-Census Tract 868, Kings County, New York+ACI-,1177,172,1005
1400000US36047087000,36047087000,+ACI-Census Tract 870, Kings County, New York+ACI-,1246,430,816
1400000US36047087200,36047087200,+ACI-Census Tract 872, Kings County, New York+ACI-,1119,483,636
1400000US36047087401,36047087401,+ACI-Census Tract 874.01, Kings County, New York+ACI-,1358,253,1105
1400000US36047087600,36047087600,+ACI-Census Tract 876, Kings County, New York+ACI-,638,264,374
1400000US36047087800,36047087800,+ACI-Census Tract 878, Kings County, New York+ACI-,987,146,841
1400000US36047088000,36047088000,+ACI-Census Tract 880, Kings County, New York+ACI-,1228,572,656
1400000US36047088200,36047088200,+ACI-Census Tract 882, Kings County, New York+ACI-,2600,483,2117
1400000US36047088400,36047088400,+ACI-Census Tract 884, Kings County, New York+ACI-,1847,278,1569
1400000US36047088600,36047088600,+ACI-Census Tract 886, Kings County, New York+ACI-,1815,330,1485
1400000US36047088800,36047088800,+ACI-Census Tract 888, Kings County, New York+ACI-,1459,357,1102
1400000US36047089000,36047089000,+ACI-Census Tract 890, Kings County, New York+ACI-,2156,199,1957
1400000US36047089200,36047089200,+ACI-Census Tract 892, Kings County, New York+ACI-,1419,68,1351
1400000US36047089400,36047089400,+ACI-Census Tract 894, Kings County, New York+ACI-,1173,259,914
1400000US36047089600,36047089600,+ACI-Census Tract 896, Kings County, New York+ACI-,1500,148,1352
1400000US36047089800,36047089800,+ACI-Census Tract 898, Kings County, New York+ACI-,641,267,374
1400000US36047090000,36047090000,+ACI-Census Tract 900, Kings County, New York+ACI-,1983,147,1836
1400000US36047090200,36047090200,+ACI-Census Tract 902, Kings County, New York+ACI-,881,363,518
1400000US36047090600,36047090600,+ACI-Census Tract 906, Kings County, New York+ACI-,1591,18,1573
1400000US36047090800,36047090800,+ACI-Census Tract 908, Kings County, New York+ACI-,1339,0,1339
1400000US36047091000,36047091000,+ACI-Census Tract 910, Kings County, New York+ACI-,2433,27,2406
1400000US36047091200,36047091200,+ACI-Census Tract 912, Kings County, New York+ACI-,2329,0,2329
1400000US36047091600,36047091600,+ACI-Census Tract 916, Kings County, New York+ACI-,1669,186,1483
1400000US36047091800,36047091800,+ACI-Census Tract 918, Kings County, New York+ACI-,1052,350,702
1400000US36047092000,36047092000,+ACI-Census Tract 920, Kings County, New York+ACI-,1196,442,754
1400000US36047092200,36047092200,+ACI-Census Tract 922, Kings County, New York+ACI-,1273,436,837
1400000US36047092400,36047092400,+ACI-Census Tract 924, Kings County, New York+ACI-,1102,294,808
1400000US36047092800,36047092800,+ACI-Census Tract 928, Kings County, New York+ACI-,1109,410,699
1400000US36047093000,36047093000,+ACI-Census Tract 930, Kings County, New York+ACI-,996,502,494
1400000US36047093200,36047093200,+ACI-Census Tract 932, Kings County, New York+ACI-,454,293,161
1400000US36047093400,36047093400,+ACI-Census Tract 934, Kings County, New York+ACI-,995,547,448
1400000US36047093600,36047093600,+ACI-Census Tract 936, Kings County, New York+ACI-,619,358,261
